age,taille,Habitat,sexe,stade_evolution
23,41,Grotte,male,2
12,17,Marecage,femelle,2
1,1,Plaine,femelle,2
25,30,Montagne,femelle,3
25,40,Foret,femelle,3
12,19,Grotte,femelle,2
4,4,Montagne,femelle,1
25,42,Grotte,male,2
23,24,Desert,male,1
12,22,Marecage,male,1
1,1,Desert,femelle,1
20,35,Desert,femelle,2
19,32,Desert,male,1
6,10,Desert,femelle,1
22,40,Foret,male,2
15,21,Marecage,male,1
9,15,Grotte,femelle,1
3,5,Desert,male,0
27,27,Marecage,male,2
4,7,Desert,male,0
29,33,Foret,femelle,3
29,44,Plaine,male,3
25,33,Desert,male,2
14,16,Marecage,male,1
4,4,Desert,male,0
14,20,Plaine,male,2
9,16,Plaine,femelle,2
14,14,Plaine,male,2
3,3,Montagne,femelle,1
22,37,Foret,male,2
22,43,Foret,male,2
30,59,Desert,male,2
14,25,Montagne,femelle,2
14,17,Montagne,femelle,2
26,50,Plaine,male,3
1,1,Foret,femelle,1
20,30,Montagne,femelle,2
15,21,Foret,male,2
24,43,Desert,femelle,2
6,9,Grotte,femelle,1
21,34,Marecage,femelle,2
24,44,Foret,femelle,3
24,46,Desert,male,2
27,41,Desert,femelle,2
21,32,Desert,femelle,2
1,1,Desert,femelle,1
19,23,Marecage,male,2
16,30,Marecage,male,2
2,2,Desert,femelle,1
26,39,Marecage,male,2
13,21,Grotte,femelle,2
22,25,Plaine,femelle,3
8,13,Grotte,femelle,1
14,23,Foret,male,2
23,27,Grotte,femelle,2
1,1,Desert,male,0
22,34,Plaine,male,2
16,16,Grotte,femelle,2
17,21,Foret,male,2
27,49,Foret,femelle,3
24,25,Marecage,male,2
11,16,Desert,male,1
23,30,Marecage,femelle,2
7,8,Marecage,male,1
10,17,Foret,male,1
22,37,Foret,femelle,3
26,44,Montagne,male,2
28,54,Grotte,femelle,3
4,6,Grotte,male,1
5,9,Foret,femelle,2
15,28,Plaine,male,2
9,10,Grotte,femelle,1
5,5,Desert,femelle,1
22,26,Plaine,male,2
6,7,Grotte,femelle,1
28,53,Plaine,male,3
22,41,Montagne,femelle,3
27,42,Grotte,male,2
14,17,Plaine,male,2
20,37,Montagne,male,2
22,27,Montagne,femelle,2
15,23,Montagne,male,2
21,27,Plaine,femelle,3
8,11,Grotte,femelle,1
11,18,Desert,male,1
21,25,Foret,femelle,2
1,1,Marecage,male,1
28,43,Plaine,male,3
23,27,Foret,male,2
16,25,Marecage,femelle,2
24,24,Grotte,femelle,2
17,29,Desert,male,1
17,33,Marecage,femelle,2
25,35,Plaine,male,2
13,24,Plaine,male,2
2,3,Plaine,male,1
17,22,Marecage,male,1
22,30,Desert,male,1
30,48,Grotte,male,2
28,40,Desert,femelle,2
6,11,Montagne,male,1
23,34,Desert,femelle,2
29,33,Grotte,male,2
27,35,Foret,femelle,3
7,7,Grotte,femelle,1
28,30,Desert,femelle,2
20,30,Plaine,male,2
4,4,Montagne,male,1
3,4,Grotte,male,1
12,12,Grotte,femelle,1
27,27,Marecage,femelle,2
20,23,Plaine,femelle,3
10,13,Montagne,male,1
25,45,Marecage,male,2
15,19,Desert,femelle,1
5,6,Foret,femelle,2
8,12,Foret,femelle,2
18,21,Desert,male,1
17,23,Marecage,male,1
11,12,Grotte,male,1
19,30,Marecage,femelle,2
18,22,Plaine,male,2
28,51,Desert,femelle,2
10,10,Montagne,femelle,2
4,6,Marecage,femelle,1
18,23,Desert,male,1
23,32,Grotte,femelle,2
25,41,Grotte,male,2
10,17,Marecage,male,1
16,30,Grotte,femelle,2
10,18,Plaine,male,2
5,5,Grotte,male,1
6,8,Desert,male,1
21,28,Plaine,male,2
5,7,Marecage,femelle,1
27,39,Grotte,male,2
1,1,Foret,male,1
27,40,Foret,male,2
20,30,Montagne,male,2
26,32,Foret,male,2
5,7,Foret,male,1
10,18,Plaine,male,2
13,13,Montagne,femelle,2
10,14,Plaine,male,2
10,15,Grotte,femelle,1
5,6,Marecage,femelle,1
24,37,Grotte,male,2
26,40,Foret,femelle,3
22,30,Grotte,male,2
25,39,Desert,male,2
15,17,Montagne,femelle,2
29,29,Grotte,femelle,2
19,36,Desert,femelle,2
2,3,Marecage,femelle,1
11,11,Foret,male,1
26,43,Foret,femelle,3
3,4,Montagne,male,1
26,43,Grotte,femelle,2
17,20,Plaine,femelle,2
25,32,Grotte,male,2
28,28,Plaine,femelle,3
25,26,Foret,femelle,3
19,35,Marecage,femelle,2
17,31,Marecage,femelle,2
28,30,Desert,male,2
20,30,Grotte,femelle,2
23,31,Plaine,male,2
9,10,Desert,femelle,1
7,11,Marecage,male,1
1,1,Grotte,femelle,1
1,1,Grotte,femelle,1
7,7,Plaine,male,1
13,17,Desert,male,1
13,16,Montagne,femelle,2
19,32,Grotte,femelle,2
5,7,Desert,male,0
8,13,Plaine,femelle,2
13,19,Foret,male,2
5,8,Foret,male,1
4,6,Desert,femelle,1
1,1,Montagne,femelle,1
5,5,Plaine,femelle,2
22,33,Plaine,femelle,3
12,23,Marecage,male,1
18,34,Plaine,male,2
23,29,Marecage,femelle,2
21,39,Foret,femelle,3
18,34,Foret,femelle,3
27,45,Plaine,femelle,3
6,6,Desert,femelle,1
20,21,Plaine,femelle,3
14,19,Marecage,femelle,2
27,42,Desert,femelle,2
11,11,Desert,male,1
2,2,Foret,male,1
30,35,Montagne,femelle,3
21,37,Foret,femelle,3
3,5,Foret,femelle,2
7,12,Marecage,male,1
12,15,Plaine,male,2
23,44,Marecage,male,2
8,15,Plaine,male,2
3,5,Desert,male,0
23,41,Plaine,male,2
17,29,Desert,femelle,2
6,9,Marecage,femelle,1
8,11,Montagne,male,1
3,5,Plaine,femelle,2
23,42,Desert,male,2
18,22,Grotte,femelle,2
11,17,Grotte,femelle,1
13,19,Plaine,femelle,2
9,10,Grotte,male,1
22,32,Marecage,femelle,2
2,2,Plaine,male,1
18,31,Plaine,male,2
23,36,Marecage,femelle,2
19,29,Desert,femelle,2
22,31,Plaine,male,2
7,9,Desert,femelle,1
15,29,Plaine,male,2
29,31,Marecage,femelle,2
20,39,Foret,male,2
29,46,Plaine,femelle,3
11,14,Grotte,femelle,1
10,10,Foret,femelle,2
24,32,Foret,femelle,3
27,46,Montagne,femelle,3
8,8,Plaine,male,1
8,13,Montagne,male,1
26,38,Montagne,femelle,3
15,26,Marecage,male,1
2,2,Desert,femelle,1
16,21,Desert,male,1
22,38,Montagne,male,2
15,26,Desert,male,1
18,19,Plaine,male,2
7,13,Marecage,femelle,1
2,3,Montagne,femelle,1
28,44,Foret,femelle,3
22,22,Grotte,male,1
15,25,Desert,femelle,2
4,4,Plaine,male,1
6,10,Foret,femelle,2
20,34,Montagne,male,2
22,28,Plaine,femelle,3
16,30,Foret,male,2
23,34,Foret,femelle,3
29,45,Montagne,femelle,3
19,19,Desert,male,1
23,34,Marecage,male,2
19,34,Grotte,femelle,2
2,2,Marecage,femelle,1
20,36,Grotte,femelle,2
5,7,Desert,male,0
24,24,Grotte,femelle,2
30,56,Foret,male,3
7,7,Montagne,femelle,2
30,54,Plaine,male,3
15,19,Plaine,male,2
13,25,Montagne,femelle,2
1,1,Desert,femelle,1
19,28,Desert,male,1
7,11,Marecage,male,1
14,24,Plaine,femelle,2
14,19,Desert,femelle,1
11,11,Foret,male,1
8,13,Plaine,male,1
17,29,Marecage,femelle,2
13,19,Montagne,male,1
13,21,Plaine,femelle,2
11,12,Montagne,femelle,2
27,53,Foret,femelle,3
17,24,Marecage,male,1
20,29,Grotte,femelle,2
22,24,Marecage,femelle,2
6,7,Plaine,male,1
26,34,Plaine,male,2
4,4,Marecage,male,1
9,17,Plaine,male,2
19,34,Grotte,male,2
30,33,Montagne,femelle,3
27,40,Marecage,femelle,3
2,3,Foret,male,1
6,8,Foret,femelle,2
14,23,Montagne,femelle,2
15,25,Marecage,male,1
20,28,Marecage,femelle,2
16,30,Desert,femelle,2
26,26,Desert,femelle,2
27,40,Montagne,male,2
9,14,Montagne,male,1
12,17,Foret,male,2
24,24,Foret,male,2
7,11,Montagne,male,1
24,41,Foret,femelle,3
24,41,Desert,femelle,2
14,22,Desert,male,1
6,10,Montagne,femelle,2
6,10,Foret,femelle,2
16,29,Desert,femelle,2
21,25,Marecage,male,2
18,19,Montagne,male,2
27,40,Plaine,male,3
7,7,Montagne,male,1
3,3,Desert,male,0
28,51,Grotte,male,2
5,9,Foret,male,1
27,33,Marecage,femelle,2
25,43,Foret,male,2
10,18,Desert,male,1
4,6,Foret,male,1
30,30,Desert,femelle,2
29,34,Montagne,femelle,3
15,22,Montagne,femelle,2
29,35,Montagne,femelle,3
1,1,Desert,femelle,1
4,4,Desert,male,0
5,7,Grotte,male,1
25,37,Desert,femelle,2
10,18,Plaine,male,2
22,29,Montagne,male,2
12,20,Grotte,femelle,2
21,27,Grotte,male,1
7,9,Foret,male,1
19,22,Plaine,femelle,3
13,13,Montagne,male,1
17,18,Desert,male,1
22,36,Foret,male,2
7,7,Montagne,femelle,2
18,28,Montagne,femelle,2
9,10,Desert,femelle,1
27,52,Foret,male,3
18,34,Grotte,femelle,2
6,8,Grotte,femelle,1
4,5,Foret,femelle,2
7,12,Grotte,femelle,1
30,30,Marecage,femelle,3
5,6,Foret,male,1
26,34,Desert,femelle,2
7,7,Foret,male,1
4,6,Foret,male,1
11,20,Plaine,male,2
11,21,Grotte,male,1
26,38,Grotte,femelle,2
30,35,Foret,femelle,3
3,4,Grotte,male,1
30,45,Grotte,femelle,3
23,37,Desert,male,2
26,40,Grotte,femelle,2
5,8,Grotte,femelle,1
12,13,Grotte,male,1
27,39,Foret,femelle,3
12,12,Plaine,femelle,2
6,6,Plaine,femelle,2
29,53,Marecage,male,2
21,35,Marecage,male,2
23,43,Grotte,femelle,2
12,16,Desert,male,1
21,25,Grotte,femelle,2
1,1,Montagne,femelle,1
27,43,Marecage,male,2
28,52,Desert,femelle,2
27,35,Plaine,male,2
10,12,Foret,femelle,2
13,14,Desert,femelle,1
14,17,Desert,femelle,1
10,10,Desert,male,1
28,54,Grotte,femelle,3
4,5,Marecage,femelle,1
23,39,Foret,male,2
4,4,Grotte,male,1
7,11,Grotte,male,1
30,37,Grotte,male,2
24,47,Desert,femelle,2
15,19,Foret,femelle,2
4,7,Grotte,male,1
2,2,Marecage,male,1
21,36,Plaine,femelle,3
22,33,Grotte,male,2
3,4,Plaine,femelle,2
8,12,Grotte,femelle,1
4,6,Marecage,femelle,1
27,48,Desert,male,2
7,12,Plaine,male,1
24,32,Desert,femelle,2
10,15,Desert,femelle,1
19,28,Marecage,femelle,2
6,9,Grotte,male,1
22,39,Foret,male,2
9,12,Desert,male,1
6,7,Plaine,femelle,2
1,1,Desert,male,0
1,1,Plaine,femelle,2
8,10,Foret,femelle,2
28,47,Grotte,femelle,3
29,29,Plaine,male,2
7,10,Marecage,femelle,1
14,27,Foret,femelle,2
30,51,Plaine,male,3
21,28,Desert,femelle,2
7,13,Marecage,femelle,1
22,23,Grotte,femelle,2
21,39,Foret,male,2
12,12,Marecage,male,1
7,10,Marecage,femelle,1
6,6,Montagne,femelle,1
7,9,Grotte,male,1
12,21,Grotte,male,1
21,22,Montagne,femelle,2
15,18,Montagne,male,1
17,32,Desert,male,1
5,9,Desert,male,0
3,4,Marecage,male,1
27,44,Montagne,male,2
16,31,Plaine,femelle,3
9,9,Plaine,male,1
17,28,Desert,femelle,2
17,22,Montagne,femelle,2
25,41,Montagne,femelle,3
22,23,Marecage,femelle,2
24,47,Plaine,femelle,3
15,19,Plaine,femelle,2
24,30,Montagne,femelle,2
6,8,Marecage,femelle,1
16,22,Plaine,femelle,2
9,13,Grotte,male,1
26,30,Plaine,femelle,3
27,33,Montagne,male,2
1,1,Plaine,male,1
2,3,Marecage,male,1
5,9,Marecage,male,1
10,19,Marecage,male,1
19,32,Plaine,male,2
8,10,Grotte,femelle,1
30,56,Montagne,male,3
12,20,Marecage,male,1
12,23,Grotte,male,1
7,13,Foret,male,1
14,15,Plaine,male,2
30,51,Desert,femelle,3
6,7,Desert,male,0
5,5,Foret,femelle,2
3,5,Foret,male,1
12,19,Desert,femelle,1
7,13,Grotte,male,1
20,20,Plaine,femelle,3
4,5,Desert,femelle,1
9,17,Grotte,male,1
18,35,Foret,male,2
12,22,Grotte,femelle,2
17,32,Marecage,femelle,2
4,4,Montagne,male,1
29,55,Montagne,male,3
10,19,Foret,male,1
27,45,Montagne,male,2
19,37,Marecage,femelle,2
1,1,Foret,femelle,1
11,18,Montagne,male,1
25,26,Montagne,male,2
11,19,Desert,femelle,1
22,39,Grotte,male,2
24,26,Montagne,male,2
8,15,Foret,femelle,2
14,22,Foret,male,2
6,11,Foret,male,1
26,39,Foret,femelle,3
27,47,Marecage,male,2
7,13,Montagne,male,1
5,8,Desert,male,0
28,45,Foret,femelle,3
6,11,Marecage,male,1
3,5,Foret,male,1
30,38,Foret,femelle,3
22,31,Marecage,male,2
19,26,Desert,male,1
20,33,Grotte,male,2
17,29,Desert,femelle,2
30,36,Desert,femelle,2
27,31,Foret,femelle,3
13,20,Plaine,male,2
29,40,Plaine,femelle,3
13,19,Plaine,male,2
1,1,Plaine,femelle,2
11,19,Desert,male,1
25,47,Desert,male,2
7,13,Foret,male,1
13,13,Marecage,femelle,2
10,19,Desert,male,1
21,28,Plaine,femelle,3
15,29,Foret,male,2
21,40,Desert,femelle,2
20,35,Desert,femelle,2
25,32,Desert,femelle,2
30,56,Desert,femelle,3
13,24,Grotte,male,1
15,23,Grotte,male,1
2,3,Plaine,femelle,2
14,22,Foret,femelle,2
1,1,Foret,male,1
18,34,Montagne,male,2
17,20,Montagne,femelle,2
4,7,Foret,femelle,2
2,3,Desert,male,0
3,5,Plaine,male,1
11,21,Montagne,male,1
1,1,Plaine,male,1
8,11,Desert,femelle,1
19,28,Desert,femelle,2
8,14,Plaine,male,2
11,21,Grotte,male,1
11,20,Marecage,male,1
17,30,Desert,male,1
18,23,Foret,male,2
1,1,Grotte,male,0
19,30,Montagne,femelle,2
16,25,Montagne,femelle,2
29,45,Grotte,femelle,3
15,20,Foret,male,2
6,7,Desert,femelle,1
23,25,Plaine,femelle,3
20,27,Desert,femelle,2
17,23,Marecage,femelle,2
5,8,Montagne,femelle,1
4,6,Marecage,femelle,1
30,47,Montagne,femelle,3
3,3,Grotte,male,0
9,13,Desert,femelle,1
16,24,Desert,male,1
29,51,Montagne,male,2
13,16,Plaine,femelle,2
9,11,Desert,femelle,1
11,19,Foret,male,2
30,33,Montagne,male,2
3,5,Marecage,male,1
11,21,Grotte,femelle,2
9,16,Desert,male,1
25,49,Desert,femelle,2
7,10,Desert,femelle,1
13,17,Desert,femelle,1
12,14,Desert,male,1
1,1,Desert,femelle,1
13,16,Plaine,femelle,2
5,6,Desert,male,0
9,16,Grotte,male,1
15,17,Grotte,male,1
29,30,Desert,male,2
12,17,Grotte,femelle,2
29,48,Desert,femelle,2
5,5,Grotte,male,1
19,23,Plaine,male,2
28,42,Plaine,femelle,3
7,7,Marecage,femelle,1
8,14,Plaine,femelle,2
13,22,Grotte,femelle,2
2,3,Montagne,femelle,1
24,37,Montagne,femelle,3
25,41,Foret,male,2
8,11,Plaine,femelle,2
2,2,Montagne,male,1
17,26,Grotte,femelle,2
8,8,Montagne,male,1
23,26,Marecage,male,2
15,25,Desert,femelle,2
29,40,Marecage,male,2
3,3,Desert,male,0
12,21,Montagne,femelle,2
16,19,Desert,femelle,2
14,14,Montagne,femelle,2
20,36,Marecage,femelle,2
16,23,Marecage,femelle,2
1,1,Marecage,femelle,1
28,37,Grotte,male,2
25,30,Grotte,femelle,2
7,13,Grotte,femelle,1
12,19,Desert,male,1
4,5,Plaine,femelle,2
4,7,Plaine,femelle,2
26,30,Marecage,femelle,2
18,28,Desert,male,1
16,16,Plaine,femelle,2
15,25,Grotte,femelle,2
26,31,Grotte,femelle,2
26,49,Montagne,male,2
6,10,Marecage,male,1
9,14,Montagne,male,1
22,25,Plaine,male,2
23,28,Desert,male,1
8,11,Desert,male,1
14,22,Grotte,male,1
16,26,Desert,male,1
24,24,Marecage,femelle,2
15,20,Foret,male,2
14,18,Montagne,male,1
26,42,Grotte,male,2
13,20,Foret,femelle,2
23,40,Marecage,femelle,2
2,2,Montagne,femelle,1
24,35,Grotte,male,2
7,7,Desert,male,1
4,5,Desert,femelle,1
15,22,Plaine,femelle,2
18,18,Montagne,male,2
1,1,Foret,femelle,1
15,25,Marecage,male,1
13,21,Desert,femelle,1
12,19,Desert,femelle,1
19,28,Grotte,femelle,2
21,38,Desert,femelle,2
18,32,Grotte,femelle,2
3,3,Marecage,femelle,1
11,21,Desert,male,1
4,6,Marecage,male,1
16,28,Foret,femelle,2
2,3,Foret,femelle,1
21,39,Plaine,femelle,3
20,24,Plaine,femelle,3
5,7,Grotte,femelle,1
3,5,Marecage,femelle,1
1,1,Foret,male,1
30,49,Plaine,male,3
2,2,Plaine,femelle,2
2,2,Montagne,femelle,1
5,6,Foret,femelle,2
25,31,Marecage,male,2
18,30,Foret,male,2
30,33,Montagne,femelle,3
15,23,Montagne,male,2
17,26,Grotte,male,1
8,11,Montagne,femelle,2
27,28,Montagne,male,2
8,13,Foret,femelle,2
10,12,Montagne,male,1
26,47,Plaine,femelle,3
30,48,Plaine,male,3
21,28,Grotte,femelle,2
18,27,Marecage,femelle,2
3,5,Desert,male,0
8,8,Montagne,male,1
20,28,Plaine,femelle,3
19,33,Montagne,male,2
20,37,Foret,femelle,3
4,5,Montagne,male,1
19,26,Foret,femelle,2
27,38,Grotte,femelle,2
13,23,Montagne,femelle,2
19,37,Marecage,femelle,2
28,40,Desert,male,2
20,21,Grotte,male,1
20,26,Plaine,male,2
1,1,Plaine,male,1
9,15,Desert,male,1
9,10,Plaine,femelle,2
17,24,Plaine,femelle,2
13,22,Plaine,femelle,2
17,26,Foret,femelle,2
17,20,Marecage,femelle,2
3,3,Plaine,femelle,2
5,5,Montagne,male,1
12,12,Marecage,male,1
2,3,Montagne,femelle,1
9,14,Grotte,femelle,1
27,51,Grotte,male,2
6,6,Foret,femelle,2
16,21,Grotte,male,1
21,28,Marecage,male,2
27,34,Foret,male,2
13,18,Montagne,femelle,2
8,11,Plaine,male,1
2,2,Desert,male,0
21,33,Desert,femelle,2
19,34,Desert,male,1
29,50,Marecage,femelle,3
18,24,Plaine,femelle,3
21,35,Grotte,male,2
9,17,Grotte,male,1
25,32,Montagne,male,2
10,14,Foret,femelle,2
19,26,Grotte,femelle,2
21,21,Desert,femelle,2
21,22,Marecage,femelle,2
1,1,Grotte,femelle,1
13,25,Plaine,femelle,2
10,12,Plaine,femelle,2
3,4,Foret,male,1
22,27,Grotte,femelle,2
10,13,Plaine,femelle,2
4,4,Marecage,femelle,1
19,34,Marecage,male,2
14,25,Montagne,femelle,2
6,7,Plaine,male,1
30,39,Grotte,male,2
26,31,Foret,femelle,3
30,43,Marecage,femelle,3
26,26,Marecage,male,2
9,12,Plaine,male,2
24,32,Foret,male,2
4,5,Marecage,femelle,1
24,42,Montagne,femelle,3
24,29,Plaine,femelle,3
4,7,Marecage,femelle,1
3,3,Grotte,femelle,1
23,38,Foret,male,2
27,49,Marecage,femelle,3
25,42,Marecage,femelle,3
12,14,Montagne,male,1
16,25,Foret,male,2
18,29,Desert,femelle,2
5,8,Desert,male,0
16,23,Marecage,femelle,2
1,1,Marecage,femelle,1
7,7,Montagne,male,1
23,23,Foret,male,2
10,12,Marecage,male,1
1,1,Grotte,male,0
30,53,Foret,femelle,3
23,28,Marecage,male,2
28,52,Grotte,male,2
19,22,Plaine,femelle,3
10,17,Montagne,femelle,2
9,12,Plaine,male,2
24,39,Foret,femelle,3
11,20,Grotte,male,1
10,11,Montagne,femelle,2
8,11,Grotte,femelle,1
3,5,Desert,femelle,1
26,26,Montagne,femelle,2
29,33,Plaine,femelle,3
7,7,Plaine,male,1
4,5,Grotte,male,1
20,24,Montagne,male,2
21,36,Desert,male,1
18,32,Plaine,femelle,3
23,25,Grotte,femelle,2
23,25,Montagne,femelle,2
6,8,Plaine,male,1
18,31,Marecage,femelle,2
29,31,Marecage,femelle,2
3,5,Foret,femelle,2
19,26,Grotte,femelle,2
26,32,Montagne,male,2
15,26,Foret,femelle,2
15,20,Grotte,male,1
12,18,Marecage,femelle,2
14,24,Marecage,femelle,2
25,44,Montagne,male,2
26,34,Montagne,male,2
28,39,Desert,femelle,2
1,1,Grotte,femelle,1
30,38,Montagne,femelle,3
30,33,Grotte,femelle,2
20,27,Montagne,femelle,2
25,49,Marecage,femelle,3
28,35,Desert,femelle,2
25,32,Grotte,male,2
11,19,Montagne,male,1
10,11,Desert,male,1
25,25,Plaine,femelle,3
5,5,Grotte,male,1
18,24,Plaine,femelle,3
28,48,Desert,male,2
19,22,Grotte,femelle,2
10,18,Foret,male,1
9,12,Montagne,male,1
12,15,Foret,femelle,2
25,27,Plaine,femelle,3
16,23,Montagne,male,2
2,3,Plaine,femelle,2
30,48,Marecage,male,2
23,40,Desert,femelle,2
12,22,Marecage,femelle,2
13,17,Marecage,femelle,2
8,12,Foret,male,1
16,30,Marecage,male,2
28,37,Grotte,male,2
10,12,Desert,femelle,1
23,34,Plaine,femelle,3
4,7,Foret,femelle,2
20,32,Montagne,male,2
2,3,Plaine,male,1
30,53,Plaine,femelle,3
23,24,Plaine,male,2
23,23,Grotte,male,1
1,1,Desert,femelle,1
22,30,Plaine,femelle,3
17,33,Montagne,male,2
5,8,Plaine,femelle,2
10,18,Plaine,male,2
15,23,Desert,male,1
10,11,Plaine,male,2
21,28,Plaine,femelle,3
20,37,Plaine,femelle,3
14,18,Marecage,femelle,2
13,15,Montagne,femelle,2
16,29,Montagne,male,2
10,18,Desert,male,1
1,1,Foret,femelle,1
20,31,Montagne,femelle,2
26,34,Marecage,femelle,2
9,13,Montagne,femelle,2
16,17,Plaine,male,2
6,8,Marecage,male,1
6,10,Grotte,male,1
21,30,Plaine,femelle,3
13,20,Desert,femelle,1
14,15,Desert,male,1
15,17,Plaine,male,2
25,48,Foret,femelle,3
14,16,Foret,femelle,2
12,22,Foret,femelle,2
5,5,Marecage,femelle,1
15,15,Foret,femelle,2
13,17,Marecage,femelle,2
14,26,Marecage,femelle,2
20,37,Foret,male,2
7,10,Foret,femelle,2
22,24,Marecage,femelle,2
25,27,Grotte,femelle,2
3,4,Marecage,male,1
29,57,Montagne,male,3
2,2,Plaine,femelle,2
25,28,Foret,male,2
1,1,Montagne,femelle,1
26,28,Desert,male,2
20,23,Grotte,femelle,2
7,11,Marecage,femelle,1
15,26,Foret,femelle,2
7,13,Desert,femelle,1
15,26,Grotte,male,1
18,22,Grotte,male,1
21,39,Marecage,male,2
22,36,Montagne,male,2
1,1,Grotte,femelle,1
14,15,Desert,femelle,1
28,40,Grotte,male,2
28,30,Marecage,male,2
28,30,Plaine,femelle,3
11,21,Grotte,male,1
1,1,Grotte,male,0
30,56,Montagne,male,3
17,20,Marecage,male,1
19,26,Marecage,femelle,2
23,45,Foret,male,2
23,38,Desert,femelle,2
28,39,Desert,male,2
4,7,Foret,femelle,2
21,35,Plaine,male,2
6,6,Plaine,femelle,2
13,16,Plaine,femelle,2
11,18,Grotte,femelle,2
29,29,Desert,femelle,2
15,25,Desert,male,1
3,5,Grotte,male,1
2,2,Foret,male,1
22,25,Desert,male,1
17,30,Foret,femelle,2
28,47,Grotte,male,2
19,33,Marecage,femelle,2
24,24,Desert,femelle,2
1,1,Plaine,femelle,2
25,36,Marecage,femelle,2
8,11,Foret,male,1
27,27,Plaine,male,2
4,4,Grotte,femelle,1
8,10,Marecage,femelle,1
28,45,Foret,male,3
7,10,Desert,male,1
15,29,Plaine,femelle,2
21,21,Desert,femelle,2
20,29,Desert,femelle,2
30,38,Foret,femelle,3
28,41,Desert,femelle,2
13,19,Plaine,male,2
16,23,Foret,male,2
14,25,Desert,femelle,2
9,9,Foret,femelle,2
6,9,Desert,male,1
27,40,Desert,male,2
23,33,Plaine,male,2
1,1,Plaine,femelle,2
6,11,Montagne,femelle,2
26,28,Plaine,male,2
29,38,Grotte,femelle,2
25,40,Montagne,femelle,3
10,16,Desert,male,1
10,17,Foret,femelle,2
23,39,Grotte,male,2
20,21,Plaine,femelle,3
17,19,Plaine,male,2
27,36,Plaine,male,3
12,17,Plaine,femelle,2
3,5,Desert,male,0
29,42,Desert,male,2
1,1,Grotte,femelle,1
26,29,Marecage,male,2
26,49,Plaine,femelle,3
5,7,Foret,male,1
9,14,Plaine,male,2
8,12,Montagne,femelle,2
24,30,Marecage,femelle,2
24,39,Grotte,male,2
12,20,Plaine,male,2
29,53,Montagne,femelle,3
6,8,Marecage,male,1
8,11,Plaine,male,1
29,32,Plaine,femelle,3
20,27,Plaine,male,2
11,18,Marecage,femelle,2
26,41,Desert,femelle,2
23,36,Montagne,femelle,3
29,41,Grotte,male,2
6,11,Montagne,male,1
19,23,Plaine,male,2
18,35,Grotte,male,2
22,41,Grotte,male,2
21,24,Foret,male,2
19,19,Montagne,male,2
29,43,Marecage,femelle,3
9,13,Grotte,male,1
18,30,Desert,male,1
13,20,Marecage,male,1
1,1,Marecage,male,1
21,36,Montagne,femelle,2
17,27,Grotte,male,1
26,44,Plaine,male,3
3,5,Grotte,male,1
25,36,Plaine,femelle,3
18,23,Grotte,femelle,2
7,10,Marecage,femelle,1
19,36,Foret,male,2
3,5,Marecage,femelle,1
16,18,Foret,femelle,2
12,14,Foret,femelle,2
9,10,Montagne,femelle,2
9,11,Desert,femelle,1
1,1,Marecage,femelle,1
11,14,Plaine,femelle,2
12,15,Montagne,male,1
25,33,Marecage,femelle,2
27,40,Marecage,male,2
20,35,Montagne,male,2
13,14,Marecage,femelle,2
7,11,Desert,male,1
13,21,Marecage,femelle,2
27,53,Foret,male,3
26,51,Grotte,femelle,3
29,46,Desert,femelle,2
27,33,Grotte,femelle,2
10,15,Grotte,male,1
26,49,Foret,femelle,3
20,22,Desert,male,1
4,6,Marecage,femelle,1
16,31,Plaine,male,2
7,9,Plaine,male,1
30,31,Montagne,femelle,3
29,31,Marecage,femelle,2
15,25,Marecage,femelle,2
29,46,Desert,male,2
11,15,Grotte,male,1
25,49,Plaine,male,3
14,22,Foret,male,2
13,14,Foret,male,2
3,3,Marecage,femelle,1
22,42,Grotte,femelle,2
8,8,Grotte,femelle,1
4,4,Marecage,femelle,1
15,29,Grotte,femelle,2
9,13,Foret,femelle,2
26,44,Desert,male,2
8,8,Plaine,male,1
29,49,Desert,male,2
6,7,Plaine,femelle,2
21,23,Marecage,femelle,2
22,37,Plaine,male,2
29,52,Grotte,femelle,3
1,1,Plaine,femelle,2
16,19,Desert,femelle,2
19,27,Grotte,male,1
2,2,Desert,femelle,1
3,3,Plaine,male,1
24,41,Desert,male,2
28,54,Desert,male,2
4,6,Grotte,femelle,1
17,18,Foret,male,2
6,11,Desert,femelle,1
3,5,Montagne,femelle,1
15,21,Desert,male,1
30,55,Plaine,male,3
6,7,Montagne,male,1
16,29,Marecage,femelle,2
21,34,Grotte,male,2
17,26,Foret,femelle,2
30,55,Foret,male,3
14,14,Montagne,femelle,2
28,28,Desert,femelle,2
27,46,Marecage,male,2
13,15,Montagne,male,1
6,8,Marecage,male,1
12,23,Grotte,male,1
5,8,Desert,male,0
3,5,Montagne,male,1
2,2,Desert,male,0
27,34,Desert,femelle,2
9,15,Foret,femelle,2
12,23,Foret,femelle,2
29,48,Foret,femelle,3
5,5,Plaine,femelle,2
24,41,Desert,male,2
21,25,Foret,male,2
1,1,Desert,femelle,1
20,30,Desert,male,1
12,21,Foret,male,2
23,26,Montagne,femelle,2
27,46,Montagne,femelle,3
15,16,Grotte,femelle,2
12,19,Grotte,male,1
13,21,Desert,femelle,1
24,35,Plaine,femelle,3
19,23,Desert,femelle,2
28,51,Marecage,male,2
4,6,Marecage,male,1
